COMPANY_CODE;RECEIVE_NUMBER;RECEIVE_DATE;ORDER_LAYOUT_TYPE;TOTAL_GROSS_AMOUNT;TOTAL_DISCOUNT_AMOUNT;TOTAL_NET_AMOUNT;TOTAL_TAX_AMOUNT;PACKING_POSTING_AMOUNT;PACKING_POSTING_TAX_AMOUNT;TOTAL_INVOICE_AMOUNT;TOTAL_DETAIL_LINE_COUNT
AB37;11451063;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24978917;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24978918;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;24978919;20230530;RX;5400.00;1380.00;4020.00;0.00;0.00;0.00;0.00;2
AB37;24978920;20230530;RX;6000.00;0.00;6000.00;0.00;0.00;0.00;0.00;2
AB37;24978921;20230530;RX;2650.00;1325.00;1325.00;0.00;0.00;0.00;0.00;2
AB31;24978922;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24978923;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB37;24978924;20230530;RX;12098.00;0.00;12098.00;0.00;0.00;0.00;0.00;2
AB37;24978925;20230530;RX;3254.00;0.00;3254.00;0.00;0.00;0.00;0.00;2
AB37;24978926;20230530;RX;5400.00;0.00;5400.00;0.00;0.00;0.00;0.00;2
AB31;24978927;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB37;24978928;20230530;RX;27250.00;2966.00;24284.00;0.00;0.00;0.00;0.00;2
AB37;24978929;20230530;RX;34800.00;7280.00;27520.00;0.00;0.00;0.00;0.00;2
AB31;24979405;20230530;RX;2880.00;0.00;2880.00;0.00;0.00;0.00;0.00;2
AB31;24979406;20230530;RX;5500.00;0.00;5500.00;0.00;0.00;0.00;0.00;2
AB31;24979407;20230530;RX;3100.00;0.00;3100.00;0.00;0.00;0.00;0.00;2
AB31;11451281;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;24979408;20230530;RX;38000.00;11616.00;26384.00;0.00;0.00;0.00;0.00;2
AB31;11451282;20230530;RX;5424.00;0.00;5424.00;0.00;0.00;0.00;0.00;2
AB37;24979409;20230530;RX;7724.00;7724.00;0.00;0.00;0.00;0.00;0.00;2
AB37;11451283;20230530;RX;23600.00;0.00;23600.00;0.00;0.00;0.00;0.00;2
AB31;11451284;20230530;RX;1450.00;0.00;1450.00;0.00;0.00;0.00;0.00;1
AB37;24979410;20230530;RX;4400.00;0.00;4400.00;0.00;0.00;0.00;0.00;2
AB31;24979411;20230530;RX;17200.00;6970.00;10230.00;0.00;0.00;0.00;0.00;2
AB31;24979412;20230530;RX;16200.00;0.00;16200.00;0.00;0.00;0.00;0.00;2
AB37;24979413;20230530;RX;10630.00;0.00;10630.00;0.00;0.00;0.00;0.00;2
AB31;24979414;20230530;RX;12500.00;0.00;12500.00;0.00;0.00;0.00;0.00;2
AB37;11451285;20230530;RX;27800.00;0.00;27800.00;0.00;0.00;0.00;0.00;2
AB31;24979415;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451286;20230530;RX;5700.00;0.00;5700.00;0.00;0.00;0.00;0.00;2
AB31;11451287;20230530;RX;1480.00;400.00;1080.00;0.00;0.00;0.00;0.00;2
AB31;11451288;20230530;RX;4400.00;4400.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451289;20230530;RX;3644.00;0.00;3644.00;0.00;0.00;0.00;0.00;2
AB37;11451290;20230530;RX;14200.00;0.00;14200.00;0.00;0.00;0.00;0.00;2
AB31;24979418;20230530;RX;11050.00;0.00;11050.00;0.00;0.00;0.00;0.00;2
AB31;11451291;20230530;RX;8800.00;0.00;8800.00;0.00;0.00;0.00;0.00;2
AB31;24979419;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979420;20230530;RX;7800.00;0.00;7800.00;0.00;0.00;0.00;0.00;2
AB31;24979421;20230530;RX;20000.00;0.00;20000.00;0.00;0.00;0.00;0.00;2
AB31;24979422;20230530;RX;1000.00;0.00;1000.00;0.00;0.00;0.00;0.00;2
AB31;24979424;20230530;RX;11000.00;0.00;11000.00;0.00;0.00;0.00;0.00;2
AB31;11451293;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451294;20230530;RX;1800.00;400.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451295;20230530;RX;14500.00;0.00;14500.00;0.00;0.00;0.00;0.00;2
AB31;24979425;20230530;RX;2800.00;0.00;2800.00;0.00;0.00;0.00;0.00;2
AB31;24979426;20230530;RX;1500.00;0.00;1500.00;0.00;0.00;0.00;0.00;2
AB31;24979427;20230530;RX;14000.00;4126.00;9874.00;0.00;0.00;0.00;0.00;2
AB37;11451296;20230530;RX;11000.00;0.00;11000.00;0.00;0.00;0.00;0.00;2
AB31;11451297;20230530;RX;3554.00;0.00;3554.00;0.00;0.00;0.00;0.00;2
AB31;24979428;20230530;RX;8200.00;0.00;8200.00;0.00;0.00;0.00;0.00;2
AB31;24979429;20230530;RX;6400.00;0.00;6400.00;0.00;0.00;0.00;0.00;2
AB31;24979430;20230530;RX;2300.00;0.00;2300.00;0.00;0.00;0.00;0.00;2
AB31;24979431;20230530;RX;19400.00;0.00;19400.00;0.00;0.00;0.00;0.00;2
AB31;24979432;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979416;20230530;ST;4000.00;3240.00;760.00;0.00;0.00;0.00;760.00;2
AB31;24979417;20230530;ST;4000.00;3240.00;760.00;0.00;0.00;0.00;760.00;2
AB31;11451292;20230530;ST;1500.00;826.00;674.00;0.00;0.00;0.00;674.00;2
AB31;24979423;20230530;ST;450.00;0.00;450.00;0.00;0.00;0.00;450.00;2
AB31;24981227;20230530;RX;3802.00;0.00;3802.00;0.00;0.00;0.00;0.00;2
AB31;24981228;20230530;RX;4120.00;0.00;4120.00;0.00;0.00;0.00;0.00;2
AB31;24981229;20230530;RX;3802.00;0.00;3802.00;0.00;0.00;0.00;0.00;2
AB31;24981230;20230530;RX;3302.00;0.00;3302.00;0.00;0.00;0.00;0.00;2
AB31;24981231;20230530;RX;19020.00;0.00;19020.00;0.00;0.00;0.00;0.00;2
AB31;24981232;20230530;RX;3860.00;0.00;3860.00;0.00;0.00;0.00;0.00;2
AB31;24979628;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979629;20230530;RX;3866.00;0.00;3866.00;0.00;0.00;0.00;0.00;2
AB31;24979630;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979631;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979632;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979633;20230530;RX;3866.00;0.00;3866.00;0.00;0.00;0.00;0.00;2
AB31;24979634;20230530;RX;720.00;0.00;720.00;0.00;0.00;0.00;0.00;2
AB31;24979635;20230530;RX;5000.00;0.00;5000.00;0.00;0.00;0.00;0.00;2
AB31;24979636;20230530;RX;2450.00;0.00;2450.00;0.00;0.00;0.00;0.00;2
AB37;11451368;20230530;RX;17600.00;0.00;17600.00;0.00;0.00;0.00;0.00;2
AB31;24979637;20230530;RX;992.00;0.00;992.00;0.00;0.00;0.00;0.00;2
AB31;11451369;20230530;RX;15650.00;0.00;15650.00;0.00;0.00;0.00;0.00;2
AB31;24979638;20230530;RX;10800.00;4590.00;6210.00;0.00;0.00;0.00;0.00;2
AB31;24979639;20230530;RX;10110.00;0.00;10110.00;0.00;0.00;0.00;0.00;2
AB31;24979640;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB37;11451370;20230530;RX;11400.00;0.00;11400.00;0.00;0.00;0.00;0.00;2
AB31;24979641;20230530;RX;1140.00;0.00;1140.00;0.00;0.00;0.00;0.00;2
AB31;24979642;20230530;RX;850.00;850.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979643;20230530;RX;28800.00;0.00;28800.00;0.00;0.00;0.00;0.00;2
AB31;24979644;20230530;RX;14538.00;7270.00;7268.00;0.00;0.00;0.00;0.00;2
AB31;24979645;20230530;RX;19152.00;0.00;19152.00;0.00;0.00;0.00;0.00;2
AB31;11451371;20230530;RX;5350.00;0.00;5350.00;0.00;0.00;0.00;0.00;2
AB31;24979646;20230530;RX;5800.00;2600.00;3200.00;0.00;0.00;0.00;0.00;2
AB37;24979647;20230530;RX;14600.00;0.00;14600.00;0.00;0.00;0.00;0.00;2
AB31;11451372;20230530;RX;14924.00;0.00;14924.00;0.00;0.00;0.00;0.00;2
AB31;24979648;20230530;RX;1970.00;0.00;1970.00;0.00;0.00;0.00;0.00;2
AB31;24979649;20230530;RX;6600.00;0.00;6600.00;0.00;0.00;0.00;0.00;2
AB31;24979650;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451373;20230530;RX;13340.00;0.00;13340.00;0.00;0.00;0.00;0.00;2
AB31;11451374;20230530;RX;19810.00;0.00;19810.00;0.00;0.00;0.00;0.00;2
AB31;24979651;20230530;RX;8450.00;0.00;8450.00;0.00;0.00;0.00;0.00;2
AB31;24979652;20230530;RX;15858.00;7930.00;7928.00;0.00;0.00;0.00;0.00;2
AB37;24979653;20230530;RX;14400.00;0.00;14400.00;0.00;0.00;0.00;0.00;2
AB31;24979654;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24979655;20230530;RX;8424.00;0.00;8424.00;0.00;0.00;0.00;0.00;2
AB37;24979656;20230530;RX;27300.00;5638.00;21662.00;0.00;0.00;0.00;0.00;2
AB31;11451375;20230530;RX;18358.00;0.00;18358.00;0.00;0.00;0.00;0.00;2
AB31;24979657;20230530;RX;3900.00;0.00;3900.00;0.00;0.00;0.00;0.00;2
AB31;24979658;20230530;RX;3402.00;0.00;3402.00;0.00;0.00;0.00;0.00;2
AB31;24979659;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979660;20230530;RX;11100.00;0.00;11100.00;0.00;0.00;0.00;0.00;2
AB37;24979661;20230530;RX;7600.00;0.00;7600.00;0.00;0.00;0.00;0.00;2
AB31;11451376;20230530;RX;13800.00;0.00;13800.00;0.00;0.00;0.00;0.00;2
AB31;11451367;20230530;ST;2744.00;0.00;2744.00;0.00;0.00;0.00;2744.00;2
AB31;24981068;20230530;RX;3402.00;0.00;3402.00;0.00;0.00;0.00;0.00;2
AB31;24981069;20230530;RX;5200.00;690.00;4510.00;0.00;0.00;0.00;0.00;2
AB31;24981070;20230530;RX;2900.00;2900.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24981071;20230530;RX;1970.00;0.00;1970.00;0.00;0.00;0.00;0.00;2
AB31;24981072;20230530;RX;5350.00;0.00;5350.00;0.00;0.00;0.00;0.00;2
AB31;24981073;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24981074;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;11451921;20230530;ST;5000.00;3000.00;2000.00;0.00;0.00;0.00;2000.00;2
AB31;11451922;20230530;ST;4000.00;0.00;4000.00;0.00;0.00;0.00;4000.00;2
AB31;11451923;20230530;ST;5000.00;3000.00;2000.00;0.00;0.00;0.00;2000.00;2
AB31;11451924;20230530;ST;3400.00;0.00;3400.00;0.00;0.00;0.00;3400.00;2
AB31;24981075;20230530;ST;580.00;0.00;580.00;0.00;0.00;0.00;580.00;2
AB31;11451408;20230530;RX;3554.00;0.00;3554.00;0.00;0.00;0.00;0.00;2
AB31;24979765;20230530;RX;11180.00;0.00;11180.00;0.00;0.00;0.00;0.00;2
AB31;24979766;20230530;RX;1080.00;0.00;1080.00;0.00;0.00;0.00;0.00;2
AB31;24979767;20230530;RX;10300.00;0.00;10300.00;0.00;0.00;0.00;0.00;2
AB31;24979768;20230530;RX;19600.00;0.00;19600.00;0.00;0.00;0.00;0.00;2
AB31;24979769;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24979770;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979771;20230530;RX;16800.00;4010.00;12790.00;0.00;0.00;0.00;0.00;2
AB37;24979772;20230530;RX;9000.00;0.00;9000.00;0.00;0.00;0.00;0.00;2
AB31;11451409;20230530;RX;3554.00;0.00;3554.00;0.00;0.00;0.00;0.00;2
AB31;24979773;20230530;RX;3800.00;1296.00;2504.00;0.00;0.00;0.00;0.00;2
AB31;24979774;20230530;RX;982.00;0.00;982.00;0.00;0.00;0.00;0.00;2
AB31;24979775;20230530;RX;24010.00;0.00;24010.00;0.00;0.00;0.00;0.00;2
AB31;11451410;20230530;RX;2160.00;0.00;2160.00;0.00;0.00;0.00;0.00;2
AB31;24979776;20230530;RX;25580.00;0.00;25580.00;0.00;0.00;0.00;0.00;2
AB31;24979777;20230530;RX;10524.00;0.00;10524.00;0.00;0.00;0.00;0.00;2
AB31;24979778;20230530;RX;30800.00;0.00;30800.00;0.00;0.00;0.00;0.00;2
AB37;11451411;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;11451412;20230530;RX;3644.00;0.00;3644.00;0.00;0.00;0.00;0.00;2
AB31;11451413;20230530;RX;1205.00;0.00;1205.00;0.00;0.00;0.00;0.00;1
AB31;24979779;20230530;RX;10000.00;0.00;10000.00;0.00;0.00;0.00;0.00;2
AB31;24979780;20230530;RX;340.00;0.00;340.00;0.00;0.00;0.00;0.00;2
AB31;24979781;20230530;RX;24000.00;0.00;24000.00;0.00;0.00;0.00;0.00;2
AB31;24979782;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979783;20230530;RX;4100.00;0.00;4100.00;0.00;0.00;0.00;0.00;2
AB31;24979784;20230530;RX;20700.00;0.00;20700.00;0.00;0.00;0.00;0.00;2
AB31;11451414;20230530;RX;3000.00;1375.00;1625.00;0.00;0.00;0.00;0.00;1
AB31;24979785;20230530;RX;14148.00;0.00;14148.00;0.00;0.00;0.00;0.00;2
AB31;24979786;20230530;RX;1000.00;0.00;1000.00;0.00;0.00;0.00;0.00;2
AB31;24979787;20230530;RX;4000.00;0.00;4000.00;0.00;0.00;0.00;0.00;2
AB31;24979788;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979789;20230530;RX;12700.00;2420.00;10280.00;0.00;0.00;0.00;0.00;2
AB31;24979790;20230530;RX;4120.00;0.00;4120.00;0.00;0.00;0.00;0.00;2
AB37;11451416;20230530;RX;1350.00;0.00;1350.00;0.00;0.00;0.00;0.00;2
AB31;11451415;20230530;ST;600.00;0.00;600.00;0.00;0.00;0.00;600.00;2
AB31;11451417;20230530;ST;10200.00;3570.00;6630.00;0.00;0.00;0.00;6630.00;2
AB31;11451418;20230530;ST;400.00;0.00;400.00;0.00;0.00;0.00;400.00;1
AB37;24978862;20230530;RX;16200.00;0.00;16200.00;0.00;0.00;0.00;0.00;2
AB37;11451040;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB37;24978863;20230530;RX;19400.00;0.00;19400.00;0.00;0.00;0.00;0.00;2
AB31;24978900;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB37;11451059;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451060;20230530;RX;2660.00;0.00;2660.00;0.00;0.00;0.00;0.00;2
AB31;24978901;20230530;RX;5454.00;0.00;5454.00;0.00;0.00;0.00;0.00;2
AB31;24978902;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24978903;20230530;RX;680.00;0.00;680.00;0.00;0.00;0.00;0.00;2
AB31;24978904;20230530;RX;8200.00;0.00;8200.00;0.00;0.00;0.00;0.00;2
AB31;24978905;20230530;RX;600.00;0.00;600.00;0.00;0.00;0.00;0.00;2
AB31;11451944;20230530;RX;4660.00;0.00;4660.00;0.00;0.00;0.00;0.00;2
AB31;24981233;20230530;RX;4902.00;0.00;4902.00;0.00;0.00;0.00;0.00;2
AB31;24981234;20230530;RX;4970.00;0.00;4970.00;0.00;0.00;0.00;0.00;2
AB31;24981235;20230530;RX;7102.00;0.00;7102.00;0.00;0.00;0.00;0.00;2
AB31;24981236;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24981237;20230530;RX;4620.00;0.00;4620.00;0.00;0.00;0.00;0.00;2
AB37;24979169;20230530;RX;22400.00;0.00;22400.00;0.00;0.00;0.00;0.00;2
AB31;11451196;20230530;RX;2420.00;1250.00;1170.00;0.00;0.00;0.00;0.00;2
AB31;24979170;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979171;20230530;RX;1982.00;0.00;1982.00;0.00;0.00;0.00;0.00;2
AB31;11451197;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451198;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451199;20230530;RX;12700.00;12700.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451200;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979172;20230530;RX;19600.00;0.00;19600.00;0.00;0.00;0.00;0.00;2
AB31;11451201;20230530;RX;5720.00;2894.00;2826.00;0.00;0.00;0.00;0.00;2
AB31;24979174;20230530;RX;3500.00;0.00;3500.00;0.00;0.00;0.00;0.00;2
AB31;11451202;20230530;RX;5160.00;0.00;5160.00;0.00;0.00;0.00;0.00;2
AB31;24979175;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979176;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;11451203;20230530;RX;2900.00;0.00;2900.00;0.00;0.00;0.00;0.00;2
AB31;11451204;20230530;RX;3450.00;0.00;3450.00;0.00;0.00;0.00;0.00;2
AB31;11451205;20230530;RX;4450.00;0.00;4450.00;0.00;0.00;0.00;0.00;2
AB31;11451206;20230530;RX;6800.00;1070.00;5730.00;0.00;0.00;0.00;0.00;2
AB37;24979177;20230530;RX;21400.00;0.00;21400.00;0.00;0.00;0.00;0.00;2
AB31;24979178;20230530;RX;1184.00;0.00;1184.00;0.00;0.00;0.00;0.00;2
AB31;11451207;20230530;RX;5600.00;0.00;5600.00;0.00;0.00;0.00;0.00;2
AB31;24979179;20230530;RX;2300.00;936.00;1364.00;0.00;0.00;0.00;0.00;2
AB31;24979180;20230530;RX;6326.00;0.00;6326.00;0.00;0.00;0.00;0.00;2
AB37;11451208;20230530;RX;5700.00;0.00;5700.00;0.00;0.00;0.00;0.00;2
AB31;24979181;20230530;RX;19810.00;0.00;19810.00;0.00;0.00;0.00;0.00;2
AB31;24979182;20230530;RX;19954.00;0.00;19954.00;0.00;0.00;0.00;0.00;2
AB31;11451209;20230530;RX;1480.00;0.00;1480.00;0.00;0.00;0.00;0.00;2
AB31;24979183;20230530;RX;7000.00;1766.00;5234.00;0.00;0.00;0.00;0.00;2
AB31;24979184;20230530;RX;2250.00;0.00;2250.00;0.00;0.00;0.00;0.00;2
AB31;24979185;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451210;20230530;RX;1800.00;400.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451211;20230530;RX;11800.00;3980.00;7820.00;0.00;0.00;0.00;0.00;2
AB31;24979186;20230530;RX;13300.00;0.00;13300.00;0.00;0.00;0.00;0.00;2
AB31;24979187;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979188;20230530;RX;2300.00;936.00;1364.00;0.00;0.00;0.00;0.00;2
AB31;11451212;20230530;RX;1800.00;400.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979189;20230530;RX;24500.00;10184.00;14316.00;0.00;0.00;0.00;0.00;2
AB31;11451213;20230530;RX;660.00;660.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979190;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979191;20230530;RX;10610.00;0.00;10610.00;0.00;0.00;0.00;0.00;2
AB31;11451214;20230530;RX;3400.00;400.00;3000.00;0.00;0.00;0.00;0.00;2
AB31;11451215;20230530;RX;4760.00;0.00;4760.00;0.00;0.00;0.00;0.00;2
AB31;24979173;20230530;ST;2100.00;0.00;2100.00;0.00;0.00;0.00;2100.00;2
AB31;24980244;20230530;RX;33900.00;10610.00;23290.00;0.00;0.00;0.00;0.00;2
AB31;24980245;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980246;20230530;RX;3150.00;0.00;3150.00;0.00;0.00;0.00;0.00;2
AB31;11451640;20230530;RX;11630.00;0.00;11630.00;0.00;0.00;0.00;0.00;2
AB31;24980247;20230530;RX;44000.00;13602.00;30398.00;0.00;0.00;0.00;0.00;2
AB31;11451641;20230530;RX;2432.00;0.00;2432.00;0.00;0.00;0.00;0.00;2
AB31;24980248;20230530;RX;7810.00;0.00;7810.00;0.00;0.00;0.00;0.00;2
AB31;24980249;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24980251;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980252;20230530;RX;15640.00;0.00;15640.00;0.00;0.00;0.00;0.00;2
AB31;24980253;20230530;RX;19800.00;0.00;19800.00;0.00;0.00;0.00;0.00;2
AB31;24980254;20230530;RX;38700.00;8138.00;30562.00;0.00;0.00;0.00;0.00;2
AB31;24980255;20230530;RX;6250.00;0.00;6250.00;0.00;0.00;0.00;0.00;2
AB31;24980256;20230530;RX;8500.00;1170.00;7330.00;0.00;0.00;0.00;0.00;2
AB31;11451642;20230530;RX;12200.00;12200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980257;20230530;RX;1110.00;0.00;1110.00;0.00;0.00;0.00;0.00;2
AB31;24980258;20230530;RX;3670.00;0.00;3670.00;0.00;0.00;0.00;0.00;2
AB31;24980259;20230530;RX;1982.00;0.00;1982.00;0.00;0.00;0.00;0.00;2
AB31;24980260;20230530;RX;4600.00;0.00;4600.00;0.00;0.00;0.00;0.00;2
AB37;24980261;20230530;RX;21600.00;21600.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980262;20230530;RX;6800.00;0.00;6800.00;0.00;0.00;0.00;0.00;2
AB31;11451645;20230530;RX;10900.00;10900.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980266;20230530;RX;3900.00;0.00;3900.00;0.00;0.00;0.00;0.00;2
AB31;24980267;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;11451646;20230530;RX;9800.00;0.00;9800.00;0.00;0.00;0.00;0.00;2
AB31;24980268;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB37;24980269;20230530;RX;20200.00;0.00;20200.00;0.00;0.00;0.00;0.00;2
AB31;24980270;20230530;RX;38700.00;8138.00;30562.00;0.00;0.00;0.00;0.00;2
AB31;24980271;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24980275;20230530;RX;2800.00;0.00;2800.00;0.00;0.00;0.00;0.00;2
AB31;24980277;20230530;RX;14538.00;0.00;14538.00;0.00;0.00;0.00;0.00;2
AB31;24980278;20230530;RX;32500.00;4702.00;27798.00;0.00;0.00;0.00;0.00;2
AB31;24980279;20230530;RX;19800.00;0.00;19800.00;0.00;0.00;0.00;0.00;2
AB31;24980280;20230530;RX;15900.00;0.00;15900.00;0.00;0.00;0.00;0.00;2
AB31;24980282;20230530;RX;13100.00;0.00;13100.00;0.00;0.00;0.00;0.00;2
AB31;24980250;20230530;ST;3000.00;0.00;3000.00;0.00;0.00;0.00;3000.00;2
AB31;11451643;20230530;ST;4000.00;0.00;4000.00;0.00;0.00;0.00;4000.00;2
AB31;11451644;20230530;ST;6200.00;1860.00;4340.00;0.00;0.00;0.00;4340.00;2
AB31;24980263;20230530;ST;4000.00;3240.00;760.00;0.00;0.00;0.00;760.00;2
AB31;24980264;20230530;ST;400.00;0.00;400.00;0.00;0.00;0.00;400.00;2
AB31;24980265;20230530;ST;4000.00;3240.00;760.00;0.00;0.00;0.00;760.00;2
AB31;24980272;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24980273;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24980274;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24980276;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24980281;20230530;ST;450.00;0.00;450.00;0.00;0.00;0.00;450.00;2
AB37;11451357;20230530;RX;6028.00;0.00;6028.00;0.00;0.00;0.00;0.00;2
AB31;24979597;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;11451358;20230530;RX;1332.00;1332.00;0.00;0.00;0.00;0.00;0.00;1
AB31;24979598;20230530;RX;11000.00;0.00;11000.00;0.00;0.00;0.00;0.00;2
AB31;24979599;20230530;RX;19800.00;0.00;19800.00;0.00;0.00;0.00;0.00;2
AB31;24979600;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB37;24979601;20230530;RX;13000.00;0.00;13000.00;0.00;0.00;0.00;0.00;2
AB37;24979602;20230530;RX;9700.00;0.00;9700.00;0.00;0.00;0.00;0.00;2
AB31;24979603;20230530;RX;12400.00;0.00;12400.00;0.00;0.00;0.00;0.00;2
AB31;24979604;20230530;RX;5100.00;0.00;5100.00;0.00;0.00;0.00;0.00;2
AB31;24979605;20230530;RX;6524.00;0.00;6524.00;0.00;0.00;0.00;0.00;2
AB37;11451359;20230530;RX;18000.00;0.00;18000.00;0.00;0.00;0.00;0.00;2
AB31;24979606;20230530;RX;10400.00;0.00;10400.00;0.00;0.00;0.00;0.00;2
AB31;11451360;20230530;RX;29700.00;4126.00;25574.00;0.00;0.00;0.00;0.00;2
AB31;24979607;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979608;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979609;20230530;RX;19098.00;0.00;19098.00;0.00;0.00;0.00;0.00;2
AB37;11451361;20230530;RX;18000.00;0.00;18000.00;0.00;0.00;0.00;0.00;2
AB31;24979610;20230530;RX;22700.00;7872.00;14828.00;0.00;0.00;0.00;0.00;2
AB31;24979611;20230530;RX;10524.00;0.00;10524.00;0.00;0.00;0.00;0.00;2
AB31;11451362;20230530;RX;24300.00;1246.00;23054.00;0.00;0.00;0.00;0.00;2
AB31;24979612;20230530;RX;11000.00;0.00;11000.00;0.00;0.00;0.00;0.00;2
AB31;24979613;20230530;RX;4100.00;0.00;4100.00;0.00;0.00;0.00;0.00;2
AB37;24979614;20230530;RX;11900.00;11900.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979615;20230530;RX;24100.00;7840.00;16260.00;0.00;0.00;0.00;0.00;2
AB31;11451363;20230530;RX;16100.00;3782.00;12318.00;0.00;0.00;0.00;0.00;2
AB31;24979616;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979617;20230530;RX;6200.00;330.00;5870.00;0.00;0.00;0.00;0.00;2
AB31;24979618;20230530;RX;13000.00;0.00;13000.00;0.00;0.00;0.00;0.00;2
